"","State","District","Persons","Males","Females","Growth..1991...2001.","Rural","Urban","Scheduled.Caste.population","Percentage...SC.to.total","Number.of.households","Household.size..per.household.","Sex.ratio..females.per.1000.males.","Sex.ratio..0.6.years.","Scheduled.Tribe.population","Percentage.to.total.population..ST.","Persons..literate","Males..Literate","Females..Literate","Persons..literacy.rate","Males..Literatacy.Rate","Females..Literacy.Rate","Total.Educated","Data.without.level","Below.Primary","Primary","Middle","Matric.Higher.Secondary.Diploma","Graduate.and.Above","X0...4.years","X5...14.years","X15...59.years","X60.years.and.above..Incl..A.N.S..","Total.workers","Main.workers","Marginal.workers","Non.workers","SC.1.Name","SC.1.Population","SC.2.Name","SC.2.Population","SC.3.Name","SC.3.Population","Religeon.1.Name","Religeon.1.Population","Religeon.2.Name","Religeon.2.Population","Religeon.3.Name","Religeon.3.Population","ST.1.Name","ST.1.Population","ST.2.Name","ST.2.Population","ST.3.Name","ST.3.Population","Imp.Town.1.Name","Imp.Town.1.Population","Imp.Town.2.Name","Imp.Town.2.Population","Imp.Town.3.Name","Imp.Town.3.Population","Total.Inhabited.Villages","Drinking.water.facilities","Safe.Drinking.water","Electricity..Power.Supply.","Electricity..domestic.","Electricity..Agriculture.","Primary.school","Middle.schools","Secondary.Sr.Secondary.schools","College","Medical.facility","Primary.Health.Centre","Primary.Health.Sub.Centre","Post..telegraph.and.telephone.facility","Bus.services","Paved.approach.road","Mud.approach.road","Permanent.House","Semi.permanent.House","Temporary.House"
"457","TN","District Chennai (02), Tamil Nadu (33)",4343645,2219539,2124106,"9.76","-",NA,NA,NA,962213,5,957,972,"6728","0.15",3336695,1799981,1536714,85.33,90.01,80.44,3336695,113528,332748,670347,570677,1108847,540339,299356,714994,2850178,479117,1488364,1380757,107607,2855281,"1.Adi Dravida",531326,"2.Adi Andhra",25320,"3.Generic Castes etc.",15205,"1.Hindus",3573356,"2.Muslims",379206,"3.Christians",331261,"1.Kurumans","2035","2.Generic Tribes etc.","1262","3.Irular","823","1.Chennai (M Corp.)",4343645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.2,7.2,5.6
"458","TN","District Kancheepuram (03), Tamil Nadu (33)",2877468,1457242,1420226,"18.84","1342502",NA,NA,NA,653241,4,975,960,"26508","0.92",1952198,1088943,863255,76.85,84.73,68.79,1952198,213687,305858,517245,360999,435005,119364,236095,546963,1850102,244308,1144929,916295,228634,1732539,"1.Adi Dravida",686816,"2.Arunthathiyar",8274,"3.Pallan",6259,"1.Hindus",2583590,"2.Christians",170416,"3.Muslims",113666,"1.Irular","20457","2.Kattunayakan","3091","3.Malakkuravan","1383","1.Kancheepuram (M)",153140,"2.Alandur (M)",146287,"3.Pallavaram (M)",144623,1035,1035,1035,1030,"96","-",807,"308","170","23","1032","112","279",841,"769","938","1035",60.3,10.8,28.9
"459","TN","District Vellore (04), Tamil Nadu (33)",3477317,1741083,1736234,"15.09","2169319",NA,NA,NA,756365,5,997,942,"63040","1.81",2203552,1245076,958476,72.36,81.99,62.79,2203552,53477,389836,719830,445813,509488,85081,303706,715737,2145484,312390,1427180,1172645,254535,2050137,"1.Adi Dravida",627045,"2.Arunthathiyar",69826,"3.Valluvan",7029,"1.Hindus",3016962,"2.Muslims",350771,"3.Christians",102477,"1.Malayali","35543","2.Irular","15527","3.Kurumans","7505","1.Vellore (M)",177230,"2.Ambur (M)",99624,"3.Gudiyatham (M)",91452,789,783,783,758,"82","83",729,"369","246","8","756","80","105",715,"673","718","403",58.1,11.6,30.3
"460","TN","District Dharmapuri (05), Tamil Nadu (33)",2856300,1473597,1382703,"16.66","2400354",NA,NA,NA,638305,4,938,869,"59549","2.08",1516221,906943,609278,61.39,71.6,50.65,1516221,42162,322248,501096,244353,344470,61860,273367,620592,1733596,228745,1413250,1188366,224884,1443050,"1.Adi Dravida",324661,"2.Arunthathiyar",47790,"3.Kuravan etc.",9770,"1.Hindus",2690698,"2.Muslims",123469,"3.Christians",39019,"1.Malayali","31043","2.Irular","16756","3.Kurumans","7093","1.Hosur (M)",84394,"2.Krishnagiri (M)",64587,"3.Dharmapuri (M)",64496,1067,1064,1064,1061,"387","358",876,"391","324","8","995","71","333",1057,"898","968","810",48.2,27.9,23.8
"461","TN","District Tiruvannamalai (06), Tamil Nadu (33)",2186125,1095859,1090266,"6.8","1785364",NA,NA,NA,489055,4,995,947,"72760","3.33",1297151,761403,535748,67.39,79.17,55.63,1297151,273676,219384,377565,202301,201644,22578,184509,447805,1339425,214386,1064783,829944,234839,1121342,"1.Adi Dravida",426459,"2.Arunthathiyar",30267,"3.Valluvan",4263,"1.Hindus",2041854,"2.Muslims",78506,"3.Christians",55180,"1.Malayali","46061","2.Irular","19556","3.Malakkuravan","3310","1.Tiruvannamalai (M)",130567,"2.Arani (M)",60815,"3.Tiruvethipuram (M)",35201,1046,1037,1037,1031,"105","94",948,"378","214","8","1010","110","109",876,"912","967","344",49.2,11.4,39.4
"462","TN","District Viluppuram (07), Tamil Nadu (33)",2960373,1492442,1467931,"6.83","2533456",NA,NA,NA,635210,5,984,961,"63920","2.16",1650528,977374,673154,63.8,75.06,52.38,1650528,58864,338585,574962,304065,327322,46718,266073,620406,1807864,266030,1445177,1125229,319948,1515196,"1.Adi Dravida",781418,"2.Arunthathiyar",17844,"3.Valluvan",3885,"1.Hindus",2726949,"2.Christians",115745,"3.Muslims",110120,"1.Malayali","41670","2.Irular","16017","3.Kattunayakan","2930","1.Viluppuram (M)",95455,"2.Tindivanam (M)",67737,"3.Kallakkurichi (TP)",36793,1430,1428,1428,1407,"319","299",1313,"477","314","9","969","86","253",1274,"1197","1315","776",37.3,9.2,53.4
"463","TN","District Salem (08), Tamil Nadu (33)",3016346,1563633,1452713,"16.28","1626162",NA,NA,NA,736562,4,929,850,"103921","3.45",1734442,1021772,712670,65.09,74.39,55.2,1734442,55021,310903,553461,288840,420270,105892,243789,563159,1926719,282679,1454645,1279846,174799,1561701,"1.Adi Dravida",194349,"2.Arunthathiyar",140232,"3.Paraiyan etc.",95321,"1.Hindus",2883909,"2.Muslims",77648,"3.Christians",50450,"1.Malayali","92287","2.Kondareddis","4562","3.Generic Tribes etc.","2752","1.Salem (M Corp.)",696760,"2.Attur (M)",57519,"3.Mettur (M)",53633,557,554,553,542,"94","21",475,"191","144","8","327","70","212",508,"428","492","501",60.8,15.4,23.8
"464","TN","District Namakkal",1493462,759551,733911,"13.08","948230",NA,NA,NA,394378,4,966,889,"51416","3.44",903802,526412,377390,67.41,77.56,57,903802,47065,160791,280134,139098,222932,53738,105782,244481,968477,174722,842640,770940,71700,650822,"1.Arunthathiyar",147388,"2.Adi Dravida",55360,"3.Pallan",44469,"1.Hindus",1451966,"2.Muslims",26907,"3.Christians",13137,"1.Malayali","50141","2.Irular","525","3.Malakkuravan","146","1.Tiruchengode (M)",80187,"2.Kumarapalayam (M)",65868,"3.Namakkal (M)",53055,371,371,368,367,"165","186",334,"130","125","10","211","48","129",367,"348","357","365",61.4,16.8,21.7
"465","TN","District Erode (10), Tamil Nadu (33)",2581500,1309278,1272222,"10.94","1387537",NA,NA,NA,698405,4,972,939,"17693","0.69",1521955,887907,634048,65.36,75.32,55.15,1521955,73915,289684,506636,245916,336318,69460,174934,402116,1709153,295297,1434405,1317991,116414,1147095,"1.Chakkiliyan",162650,"2.Madari",68509,"3.Arunthathiyar",62585,"1.Hindus",2443644,"2.Muslims",77211,"3.Christians",55414,"1.Uraly","7856","2.Kondareddis","4233","3.Sholaga","3000","1.Erode (M)",150541,"2.Veerappanchatiram (TP)",72703,"3.Dharapuram (M)",64984,434,434,434,434,"18","17",405,"195","132","14","344","42","262",433,"398","428","420",63.6,22.7,13.7
"466","TN","District The Nilgiris (11), Tamil Nadu (33)",762141,378351,383790,"7.69","307532",NA,NA,NA,182682,4,1014,979,"28373","3.72",541099,296573,244526,80.01,88.54,71.64,541099,10115,84574,146567,99968,167087,32785,60427,138626,510190,52898,343385,310064,33321,418756,"1.Paraiyan etc.",75705,"2.Adi Dravida",72900,"3.Pallan",34425,"1.Hindus",599047,"2.Christians",87272,"3.Muslims",72766,"1.Irular","8677","2.Paniyan","8433","3.Kurumbas","5498","1.Udhagamandalam (M)",93987,"2.Coonoor (M)",50196,"3.Gudalur (TP)",43096,41,41,41,41,"9","3",38,"31","44","-","37","25","26",40,"37","37","39",70.2,25.9,3.8
"467","TN","District Coimbatore (12), Tamil Nadu (33)",4271856,2176031,2095825,"20.4","1451653",NA,NA,NA,1095354,4,963,962,"29103","0.68",2945278,1648814,1296464,76.97,84.59,69.06,2945278,877837,388483,646369,379972,533674,118923,310882,671262,2851408,438304,1977612,1828629,148983,2294244,"1.Madari",148699,"2.Arunthathiyar",141718,"3.Chakkiliyan",125306,"1.Hindus",3847969,"2.Muslims",227734,"3.Christians",185737,"1.Irular","15554","2.Malasar","5915","3.Kattunayakan","1661","1.Coimbatore (M.Corp.)",930882,"2.Tiruppur (M)",344543,"3.Valparai (TP)",95107,401,401,401,400,"17","3",377,"216","144","16","331","54","297",391,"365","387","332",73.4,21.2,5.4
"468","TN","District Dindigul (13), Tamil Nadu (33)",1923014,968137,954877,"8.99","1249762",NA,NA,NA,465179,4,986,930,"6484","0.34",1181746,681698,500048,69.35,79.76,58.87,1181746,72513,216427,392140,219830,235152,45680,154855,350665,1229561,187933,973332,841893,131439,949682,"1.Pallan",149736,"2.Chakkiliyan",97544,"3.Paraiyan etc.",83906,"1.Hindus",1684808,"2.Christians",145265,"3.Muslims",89680,"1.Kattunayakan","1963","2.Malai Vedan","1419","3.Palliyar","1362","1.Dindigul (M)",196955,"2.Palani (M)",67231,"3.Kodaikanal (M)",32969,337,337,337,337,"59","57",322,"194","109","9","283","60","210",299,"305","312","266",58.6,24.1,17.3
"469","TN","District Karur",935686,465538,470148,"9.32","624430",NA,NA,NA,237716,4,1010,929,"1450","0.15",566728,328103,238625,68.08,79.63,56.76,566728,19000,107892,183620,98317,129551,28348,73625,157812,606188,98061,496464,445450,51014,439222,"1.Pallan",70715,"2.Chakkiliyan",64561,"3.Paraiyan etc.",43704,"1.Hindus",883584,"2.Muslims",37272,"3.Christians",13863,"1.Kattunayakan","1046","2.Uraly","124","3.Malakkuravan","66","1.Karur (M)",76336,"2.Inam Karur (TP)",45437,"3.Thanthoni (TP)",31592,175,175,175,175,"3","3",173,"104","67","-","100","29","21",172,"169","171","138",61.1,17.6,21.2
"470","TN","District Tiruchirappalli (15), Tamil Nadu (33)",2418366,1208534,1209832,"8.76","1279204",NA,NA,NA,569487,4,1001,954,"18912","0.78",1673478,926354,747124,77.9,86.55,69.31,1673478,42706,252645,465480,310766,471671,130165,192160,436087,1564062,226057,1064521,927788,136733,1353845,NA,209787,NA,115533,NA,47671,NA,2040968,NA,218033,NA,156345,"1.Malayali","11562","2.Kondareddis","3117","3.Kattunayakan","1662",NA,752066,NA,35770,"(TP)",35428,439,436,435,436,"120","114",420,"252","143","8","259","42","66",408,"397","428","286",59.9,15.6,24.5
"471","TN","District Perambalur",493646,246141,247505,"7.97","414426",NA,NA,NA,121176,4,1006,936,"3307","0.67",286197,167406,118791,66.07,77.89,54.43,286197,12020,57450,92945,51152,61172,11449,43517,96245,307795,46089,265707,222600,43107,227939,"1.Paraiyan etc.",101550,"2.Pallan",22304,"3.Adi Dravida",11108,"1.Hindus",460058,"2.Muslims",24778,"3.Christians",8412,"1.Malayali","1487","2.Kondareddis","661","3.Irular","370","1.Perambalur (TP)",37631,"2.Arumbavur (TP)",11695,"3.Kurumbalur (TP)",11126,143,143,143,143,"-","-",137,"81","56","2","110","15","84",135,"143","143","122",48.4,12.8,38.7
"472","TN","District Ariyalur",695524,346763,348761,"9.06","616539",NA,NA,NA,165569,4,1006,948,"8529","1.23",388605,232385,156220,64.08,77.19,51.15,388605,15629,77585,126949,69827,83915,14700,64099,135306,431364,64755,345891,251606,94285,349633,"1.Paraiyan etc.",109782,"2.Adi Dravida",28154,"3.Chakkiliyan",4216,"1.Hindus",650988,"2.Christians",36261,"3.Muslims",7638,"1.Irular","8201","2.Malakkuravan","195","3.Malai Arayan","48","1.Jayankondam (TP)",31268,"2.Ariyalur (TP)",27822,"3.Udayarpalayam (TP)",11320,188,187,187,187,"35","35",187,"119","78","-","132","31","69",183,"182","183","182",36,12.5,51.4
"473","TN","District Cuddalore (18), Tamil Nadu (33)",2285395,1150908,1134487,"7.43","1531034",NA,NA,NA,511400,4,986,956,"11773","0.52",1420488,820726,599762,71.01,81.64,60.27,1420488,84550,231057,429640,265802,342720,66697,204146,450959,1442112,188178,973066,729764,243302,1312329,"1.Adi Dravida",604042,"2.Arunthathiyar",13663,"3.Paraiyan etc.",4943,"1.Hindus",2105292,"2.Muslims",102508,"3.Christians",73611,"1.Irular","5940","2.Kattunayakan","2177","3.Malakkuravan","1826","1.Cuddalore (M)",158634,"2.Neyveli (TS)",127552,"3.Virudhachalam (M)",60164,807,807,807,806,"405","351",741,"278","147","4","605","62","203",806,"766","788","147",42.4,11,46.6
"474","TN","District Nagapattinam",1488839,739074,749765,"7.95","1158557",NA,NA,NA,343613,4,1014,963,"3420","0.23",996580,548142,448438,76.34,84.89,67.96,996580,143622,157430,301142,183516,182133,28731,129910,289942,927225,141762,586734,468754,117980,902105,"1.Adi Dravida",239809,"2.Paraiyan etc.",107579,"3.Pallan",77750,"1.Hindus",1328144,"2.Muslims",112753,"3.Christians",45780,"1.Kattunayakan","1467","2.Malakkuravan","851","3.Irular","310","1.Nagapattinam (M)",93148,"2.Mayiladuthurai (M)",84505,"3.Sirkali (M)",32228,487,487,487,486,"63","54",466,"227","121","4","485","39","198",460,"434","457","170",38.4,13.9,47.6
"475","TN","District Thiruvarur (20), Tamil Nadu (33)",1169474,580784,588690,"5.92","932231",NA,NA,NA,275395,4,1014,970,"2673","0.23",788302,435421,352881,76.58,85.43,67.9,788302,58345,125555,257964,160095,164666,21672,99565,221177,747013,101719,491003,386956,104047,678471,"1.Pallan",184873,"2.Paraiyan etc.",168823,"3.Adi Dravida",14335,"1.Hindus",1052373,"2.Muslims",83243,"3.Christians",31621,"1.Kattunayakan","1495","2.Adiyan","418","3.Malakkuravan","354","1.Mannargudi (M)",61478,"2.Thiruvarur (M)",56341,"3.Kuthanallur (M)",22995,541,541,541,540,"11","11",500,"197","106","3","539","58","134",475,"446","526","206",37.2,13.4,49.4
"476","TN","District Thanjavur (21), Tamil Nadu (33)",2216138,1096638,1119500,"7.38","1467577",NA,NA,NA,501890,4,1021,959,"3641","0.16",1476256,814354,661902,75.45,84.47,66.7,1476256,376191,192810,366755,239997,251526,48964,185494,411848,1420923,197873,897123,750032,147091,1319015,"1.Paraiyan etc.",209903,"2.Pallan",131469,"3.Adi Dravida",37438,"1.Hindus",1925677,"2.Muslims",163286,"3.Christians",124945,"1.Kattunayakan","1722","2.Malakkuravan","654","3.Irular","435","1.Thanjavur (M)",215314,"2.Kumbakonam (M)",139954,"3.Pattukkottai (M)",65533,785,777,777,777,"54","54",690,"303","149","11","770","55","236",682,"721","772","44",44,15.6,40.4
"477","TN","District Pudukkottai (22), Tamil Nadu (33)",1459601,724300,735301,"9.43","1211217",NA,NA,NA,311567,5,1015,955,"792","0.05",907376,520281,387095,71.12,82.55,59.97,907376,137241,160851,274368,150638,160456,23817,133540,281062,919007,125992,678289,530282,148007,781312,"1.Paraiyan etc.",125066,"2.Pallan",94169,"3.Adi Dravida",17974,"1.Hindus",1294101,"2.Muslims",97723,"3.Christians",66432,"1.Kattunayakan","334","2.Adiyan","113","3.Malakkuravan","110","1.Pudukkottai (M)",109217,"2.Aranthangi (M)",34134,"3.Pudukkottai (CT)",17607,736,735,734,735,"165","141",615,"260","164","5","587","61","163",585,"603","657","183",46.8,19.4,33.8
"478","TN","District Sivaganga (23), Tamil Nadu (33)",1155356,566947,588409,"4.32","829272",NA,NA,NA,267888,4,1038,952,"1083","0.09",738000,414755,323245,72.18,83.14,61.74,738000,36875,114524,234589,150263,165137,36606,93911,216856,721268,123321,513502,408015,105487,641854,"1.Pallan",95008,"2.Paraiyan etc.",72775,"3.Chakkiliyan",10151,"1.Hindus",1026580,"2.Christians",67739,"3.Muslims",59642,"1.Kattunayakan","641","2.Malakkuravan","149","3.Malai Vedan","83","1.Karaikkudi (M)",86596,"2.Devakottai (M)",40497,"3.Sivaganga (M)",40220,511,511,510,511,"173","121",456,"207","150","12","375","41","182",483,"472","499","477",57.6,26.5,15.8
"479","TN","District Madurai (24), Tamil Nadu (33)",2578201,1303363,1274838,"6.75","1134025",NA,NA,NA,613475,4,978,925,"5972","0.23",1776654,991010,785644,77.82,86.17,69.35,1776654,353224,239962,461505,291362,347664,82913,208330,469338,1643056,257477,1088543,949545,138998,1489658,"1.Paraiyan etc.",124132,"2.Pallan",124064,"3.Chakkiliyan",59373,"1.Hindus",2351019,"2.Muslims",137443,"3.Christians",86352,"1.Kattunayakan","2770","2.Malai Vedan","2216","3.Malai Pandaram","200","1.Madurai (M Corp.)",928869,"2.Avaniapuram (TP)",53006,"3.Thirumangalam (M)",43631,550,550,550,550,"131","116",464,"191","142","15","403","39","282",516,"475","521","438",68.1,19.7,12.2
"480","TN","District Theni",1093950,552986,540964,"4.33","502109",NA,NA,NA,272033,4,978,890,"1686","0.15",692797,398150,294647,71.58,81.88,61.19,692797,204681,106682,167050,101583,96051,16747,88642,210185,688209,106914,520280,473708,46572,573670,"1.Pallan",90962,"2.Paraiyan etc.",53512,"3.Chakkiliyan",53133,"1.Hindus",1011456,"2.Muslims",48066,"3.Christians",33830,"1.Palliyar","443","2.Kattunayakan","259","3.Malai Vedan","239","1.Theni Allinagaram (M)",85498,"2.Bodinayakanur (M)",73410,"3.Kambam (M)",58891,81,79,78,81,"4","3",78,"64","61","3","76","21","69",80,"78","79","80",61.9,25.9,12.2
"481","TN","District Virudhunagar (26), Tamil Nadu (33)",1751301,870376,880925,"11.92","973956",NA,NA,NA,447889,4,1012,958,"2357","0.13",1136574,641062,495512,73.7,83.96,63.64,1136574,227942,195093,337849,163100,178755,33822,148593,328820,1109907,163981,881803,802521,79282,869498,"1.Pallan",193684,"2.Paraiyan etc.",68307,"3.Chakkiliyan",38069,"1.Hindus",1637939,"2.Christians",68295,"3.Muslims",43309,"1.Kattunayakan","1706","2.Malakkuravan","283","3.Palliyar","243","1.Rajapalayam (M)",122307,"2.Aruppukkottai (M)",84029,"3.Srivilliputhur (M)",73183,501,484,484,484,"64","50",440,"161","140","8","232","46","103",430,"370","449","352",66.8,24.6,8.6
"482","TN","District Ramanathapuram (27), Tamil Nadu (33)",1187604,583376,604228,"5.73","885210",NA,NA,NA,266200,4,1036,963,"1078","0.09",757344,421041,336303,72.96,83.01,63.36,757344,28176,146470,266602,141011,147902,27178,106318,242234,732834,106218,520573,433443,87130,667031,"1.Pallan",161971,"2.Chakkiliyan",22113,"3.Paraiyan etc.",16921,"1.Hindus",928090,"2.Muslims",174079,"3.Christians",84092,"1.Kattunayakan","933","2.Malai Pandaram","56","3.Malayekandi","30","1.Paramakudi (M)",84321,"2.Ramanathapuram (M)",62050,"3.Rameswaram (TP)",37968,385,356,354,352,"179","83",326,"140","92","20","137","43","30",215,"309","309","293",49.9,32,18.1
"483","TN","District Thoothukkudi (28), Tamil Nadu (33)",1572273,766823,805450,"7.54","907500",NA,NA,NA,382260,4,1050,952,"3494","0.22",1131406,593868,537538,81.52,88.32,75.13,1131406,150539,188588,363353,195377,189290,44251,127967,303914,978661,161731,678811,588596,90215,893462,"1.Pallan",182682,"2.Paraiyan etc.",54493,"3.Chakkiliyan",15903,"1.Hindus",1235498,"2.Christians",262718,"3.Muslims",72875,"1.Kattunayakan","2709","2.Malai Vedan","144","3.Kaniyan etc.","135","1.Thoothukkudi (M)",216054,"2.Kovilpatti (M)",87450,"3.Kayalpattinam (TP)",32664,426,424,423,421,"113","53",413,"210","125","12","421","50","164",420,"377","403","130",60.4,26.1,13.4
"484","TN","District Tirunelveli",2723988,1333939,1390049,"11.97","1415742",NA,NA,NA,661944,4,1042,956,"8358","0.31",1829064,997278,831786,76.09,85.21,67.43,1829064,172218,328745,626456,324891,314809,61913,222302,519540,1711341,270805,1281117,1120752,160365,1442871,"1.Pallan",293000,"2.Paraiyan etc.",92306,"3.Adi Dravida",32059,"1.Hindus",2172815,"2.Christians",296578,"3.Muslims",252235,"1.Kattunayakan","4657","2.Malakkuravan","1294","3.Kondareddis","939","1.Tirunelveli (M.Corp.)",411831,"2.Kadayanallur (M)",75612,"3.Tenkasi (M)",63432,448,445,445,442,"55","47",417,"251","168","17","391","58","194",430,"385","424","274",62.8,28.9,8.3
"485","TN","District Kanniyakumari (30), Tamil Nadu (33)",1676034,832269,843765,"4.34","582107",NA,NA,NA,376499,4,1014,968,"5443","0.32",1308322,668667,639655,87.55,90.37,84.79,1308322,159304,203021,338217,206633,332651,68484,130633,287833,1089659,167909,548056,454378,93678,1127978,"1.Paraiyan etc.",35690,"2.Vannan",5332,"3.Pallan",3694,"1.Hindus",859307,"2.Christians",745406,"3.Muslims",70360,"1.Kanikaran etc.","3136","2.Kattunayakan","861","3.Kaniyan etc.","549","1.Nagercoil (M)",208179,"2.Kollankodu (TP)",34425,"3.Kolachal (M)",23787,69,69,69,67,"7","1",61,"55","65","9","62","14","56",64,"66","66","69",49.4,35.4,15.2
"486","Tripura","District West Tripura",1532982,785579,747403,"18.29","1122915",NA,NA,NA,321777,5,951,967,"387081","25.25",1035378,581523,453855,77.26,84.58,69.55,1035378,11270,299223,326328,212458,124022,61995,129668,361712,924952,116650,534348,436870,97478,998634,"1.Namasudra",127502,"2.Mahisyadas",52505,"3.Jalia Kaibarta",52105,"1.Hindus",1373556,"2.Muslims",127017,"3.Christians",29087,"1.Tripura etc.","334587","2.Jamatia","12365","3.Halam","11287","1.Agartala MCl",189998,"2.Badharghat CT",47713,"3.Jogendranagar CT",34850,275,274,271,248,"174",NA,275,"221","217","2","219","35","28",226,"180","245","274",13.7,56.1,30.1
"487","Tripura","District South Tripura",767440,394605,372835,"6.1","713293",NA,NA,NA,164207,5,945,960,"289519","37.73",459502,267091,192411,69.9,78.91,60.33,459502,7824,163268,144445,86398,38584,18952,74350,190002,445891,57197,303694,226467,77227,463746,"1.Namasudra",43419,"2.Mahisyadas",41454,"3.Dhoba",17480,"1.Hindus",660641,"2.Buddhists",42957,"3.Muslims",38999,"1.Tripura etc.","105333","2.Jamatia","59918","3.Riang","49698","1.Udaipur NP",21758,"2.Belonia NP",15760,"3.Amarpur NP",10861,269,269,269,246,"129","34",264,"190","167","3","180","35","23",179,"167","221","269",4.6,45.3,50
"488","Tripura","District Dhalai",307868,159095,148773,"10.79","289001",NA,NA,NA,62085,5,935,964,"166326","54.03",158397,94528,63869,60.93,70.17,50.99,158397,2900,55253,52169,28224,15189,4660,31818,81419,173895,20736,126761,92570,34191,181107,"1.Jalia Kaibarta",19162,"2.Namasudra",13365,"3.Mali",4677,"1.Hindus",257834,"2.Buddhists",28180,"3.Christians",14848,"1.Tripura etc.","85299","2.Riang","32151","3.Chakma","23942","1.Kanchanpur CT",7679,"2.Ambassa CT",6045,"3.Kamalpur NP",5143,148,148,147,108,"47","8",138,"69","52","-","58","12","8",75,"72","127","147",3.4,23,73.5
"489","Tripura","District North Tripura",590913,302946,287967,"26.44","528244",NA,NA,NA,116265,5,951,969,"150500","25.47",368822,207565,161257,72.99,79.99,65.6,368822,5818,130341,118853,61657,37898,14243,58624,147959,341559,42771,194758,156385,38373,396155,"1.Mahisyadas",31022,"2.Mali",22606,"3.Namasudra",14137,"1.Hindus",447279,"2.Muslims",81843,"3.Christians",34898,"1.Riang","80279","2.Chakma","23926","3.Tripura etc.","18629","1.Dharmanagar NP",30790,"2.Kailasahar NP",20286,"3.Kumarghat NP",11593,166,166,157,156,"85",NA,164,"108","82","1","121","33","24",132,"94","136","166",10.5,30.9,58.7
"490","UP","District Saharanpur (01), Uttar Pradesh (09)",2896863,1553322,1343541,"23.35","2149291",NA,NA,NA,456015,6,865,871,"498","0.02",1444013,897576,546437,61.22,70.91,50,1444013,83149,386438,378461,244946,259613,89275,359185,813777,1520958,202943,817528,692341,125187,2079335,"1.Chamar etc.",546674,"2.Balmiki",46063,"3.Kori",20059,"1.Hindus",1723226,"2.Muslims",1132919,"3.Sikhs",20693,"1.Generic Tribes etc.","391","2.Buksa","68","3.Jaunsari","32","1.Saharanpur (MB)",455754,"2.Deoband (MB)",81641,"3.Gangoh (MB)",53913,1264,1239,1238,1188,"404",NA,995,"285","97","4","606","29","80",742,"344","1071","291",58.2,22.9,18.9
"491","UP","District Muzaffarnagar (02), Uttar Pradesh (09)",3543362,1893832,1649530,"24.61","2639480",NA,NA,NA,529134,7,871,859,"87","0",1738529,1099632,638897,60.67,71.91,47.81,1738529,91426,452742,436539,322658,335119,99142,454634,1001500,1831324,255904,1173153,899536,273617,2370209,"1.Chamar etc.",375600,"2.Balmiki",58716,"3.Kori",19006,"1.Hindus",2151009,"2.Muslims",1349629,"3.Sikhs",18998,"1.Generic Tribes etc.","84","2.Bhotia","3","3.All Scheduled Tribes","46","1.Muzaffarnagar (MB)",316729,"2.Shamli (MB)",90055,"3.Kairana (MB)",73011,893,865,865,850,"154",NA,794,"286","121","22","506","52","73",700,"359","817","231",48.7,41.6,9.6
"492","UP","District Bijnor (03), Uttar Pradesh (09)",3131619,1651908,1479711,"27.16","2370268",NA,NA,NA,482352,6,896,905,"2427","0.08",1461119,913906,547213,58.08,68.78,46.1,1461119,69827,400328,391724,281969,239162,77545,410073,914349,1597062,210135,884481,708265,176216,2247138,"1.Chamar etc.",571454,"2.Balmiki",42135,"3.Bhuyiar",18353,"1.Hindus",1766391,"2.Muslims",1306329,"3.Sikhs",48725,"1.Buksa","2378","2.Tharu","47","3.Generic Tribes etc.","2","1.Bijnor (MB)",79346,"2.Najibabad (MB)",79025,"3.Nagina (MB)",71350,2148,2049,2048,1871,"273",NA,1382,"348","93","13","579","22","40",1340,"344","1688","675",55.4,27.9,16.7
"493","UP","District Moradabad (04), Uttar Pradesh (09)",3810983,2032302,1778681,"26.45","2647292",NA,NA,NA,573063,7,875,911,"304","0.01",1358935,893630,465305,44.75,54.91,33.01,1358935,66718,372713,324557,259962,242977,91876,513631,1143561,1926245,227546,1181996,993623,188373,2628987,"1.Chamar etc.",468335,"2.Balmiki",57442,"3.Dhobi",27956,"1.Hindus",2052014,"2.Muslims",1735381,"3.Christians",8832,"1.Bhotia","160","2.Tharu","117","3.Generic Tribes etc.","10","1.Moradabad (M Corp.)",641583,"2.Sambhal (MB)",182478,"3.Chandausi (MB)",103749,1559,1519,1519,1134,"520",NA,1246,"261","113","8","502","26","62",666,"209","1090","776",44.9,36.7,18.4
"494","UP","District Rampur (05), Uttar Pradesh (09)",1923739,1023775,899964,"27.98","1443286",NA,NA,NA,288333,7,879,921,"358","0.02",591351,393597,197754,38.76,48.2,27.89,591351,49972,172387,142336,102778,90991,32679,262095,591811,958879,110954,544411,457175,87236,1379328,"1.Chamar etc.",170475,"2.Balmiki",26206,"3.Dhobi",23847,"1.Muslims",945277,"2.Hindus",905062,"3.Sikhs",61717,"1.Generic Tribes etc.","150","2.Tharu","90","3.Jaunsari","82","1.Rampur (MB)",281494,"2.Tanda (MB)",40013,"3.Bilaspur (MB)",35751,1092,1083,1083,916,"442",NA,838,"154","43","4","456","52","66",506,"73","767","525",46.2,31.2,22.7
